FILM SECTION,TITLE ENGLISH,TITLE ORIGINAL,COUNTRY,PRODUCTION YEAR,LANGUAGE,RUNTIME,COLOR,DIRECTOR,DIRECTOR BIO,PRODUCER,SCREENPLAY,DOP,EDITOR,CAST,LONG SYNOPSIS ENGLISH,PREMIERE,AWARDS,FESTIVAL HISTORY,LINK TRAILER,TAGS,SALES,Drive Link to Director Image,Drive Link to Film Stills,Drive Link to Poster ( If Applicable ),Drive Link to Press Kit,Instagram,Twitter,Facebook,Award Year
Docu-Montage,Black Box Diaries,,"Japan, United States, United Kingdom",2024,"Japanese, English",103',Colour,Shiori Itō,"Shiori Ito is a journalist, writer, and documentary filmmaker with a focus on gender-based human rights issues. In 2020, Time magazine listed her as one of the 100 Most Influential People in the world. Black Box Diaries is her feature documentary.","Eric Nyari, Hanna Aqvilin, Shiori Itō",Shiori Itō,"Yuta Okamura, Hanna Aqvilin, Shiori Itō, Yuichiro Otsuka, Keke Shiratama",Ema Ryan Yamazaki,Shiori Itō,"Journalist Shiori Itō turns the camera on herself in a breathtakingly courageous investigation of her own sexual assault, which resulted in a landmark case for the Me Too movement in Japan. From courtrooms to video diary entries, the film follows Itō’s 2017 court battle in real time, made all the more gripping by its palpable mix of journalistic acumen and harrowing trauma. Along the journey to bring Itō’s high-powered attacker to justice, Black Box Diaries also becomes an indictment of the legal system and social customs that actively thwart survivors of abuse.",India Premiere,"Human Rights Award, CPH:DOX 2024","Sundance Film Festival 2024, SXSW Film Festival 2024, CPH:DOX 2024, BFI London Film Festival 2024",‘Black Box Diaries’ – Trailer (MTV Documentary Films),"Documentary, Social Impact, De/Gendered, Films By Women",Dogwoof,By Sono Aida _MG_1356_r (1).jpg,Black Box Diaries,BlackBoxDiaries_1Sheet_Sales.jpg,,https://www.facebook.com/shiori0515,,,2024
Docu-Montage,Cinéma Laika,,"France, Finland",2024,"French, English, Finnish",81',Colour,Veljko Vidak,"Veljko Vidak is a Croatian filmmaker and artist. He graduated from the Academy of Fine Arts of Zagreb, and was later awarded a grant that enabled him to study at the Cité Internationale Des Arts in Paris. Cinéma Laika is his first documentary feature.","Veljko Vidak, Emmanuelle Felce","Emmanuelle Felce, Veljko Vidak",Veljko Vidak,"Veljko Vidak, Emmanuelle Felce","Aki Kaurismäki, Jim Jarmusch, Simon Al-Bazoon, Nuppu Koivu, Maustetytöt, Veljko Vidak","In a small picturesque village in Finland, Aki Kaurismäki and his friend, the poet and writer Mika Lätti, are constructing their own cinema theater within an old foundry. The cinema will be called Kino Laika – named after Kaurismäki’s dogs – and to help them, they have the colourful inhabitants of Karkkila, who wear leather jackets and race around in Cadillacs to the sounds of rock n’ roll. ‘Cinema Laika’ is a warm mix of deadpan Finnish humour and French elegance, deriving clear inspiration from Kaurismäki’s own signature style.",India Premiere,,"CPH:DOX 2024, Jeonju International Film Festival 2024",CINÉMA LAIKA trailer I PÖFF 2023,"Documentary, Meta-Cinema",The Match Factory,Portrait_Veljko_Vidak_by_Sami_Sorasalmi.jpg,Cinema Laika,Cinema Laika Poster PRINT A1 59x84 copyright 43eParalleleProductions.jpg,,https://www.facebook.com/veljko.vidak,,,2024
Docu-Montage,Dahomey,,"France, Senegal, Benin",2024,"French, Fon, English",67',Colour,Mati Diop,"Mati Diop is a French filmmaker and actress working in both France and Senegal. Her formally adventurous films explore exile, identity, memory and loss using fiction and documentary tools. Her first feature Atlantics (2019) was awarded the Grand Prix at the Cannes Film Festival.","Eve Robin, Judith Lou Lévy, Mati Diop",Mati Diop,Josephine Drouin Viallard,Gabriel Gonzalez,"Gildas Adannou, Habib Ahandessi, Joséa Guedje, Imelda Batamoussi","The African kingdom of Dahomey saw hundreds of its splendid royal artifacts plundered by French colonial troops in its waning days. Now, 26 of these treasures are set to return to their homeland. Filmmaker Mati Diop takes a singular approach to contemporary questions around belonging in our postcolonial world, transforming this rich subject matter into a multifaceted examination of ownership and exhibition, and employing multiple points of view, including—most strikingly—those of the artifacts themselves as they sail in darkness over the ocean to their original home.",India Premiere,"Golden Bear, Berlin International Film Festival 2024","Berlin International Film Festival 2024, Toronto International Film Festival 2024, San Sebastián International Film Festival 2024",DAHOMEY | Official Trailer | Coming Soon,"Documentary, Global Politics, Films By Women, Festival Hits, Historical",MUBI,Mati-Diop-Photo©Henry-Roy.jpg,Dahomey,DAHOMEY_ONESHEET_EN-Global.png,,https://www.facebook.com/mati.diop.3,,,2024
Docu-Montage,Gaucho Gaucho,,"United States, Argentina",2024,Spanish,84',Colour,"Michael Dweck, Gregory Kershaw",Michael Dweck is a filmmaker and visual artist whose work explores ongoing struggles between identity and adaptation within endangered societal enclaves. Gregory Kershaw is an award-winning filmmaker whose work explores the complexity of humans confronting an ever-changing world. Their film The Truffle Hunters (2020) was selected for over 45 international festivals and was also shortlisted for the Oscars (Best Documentary).,"Michael Dweck, Gregory Kershaw, Matthew Perniciaro, Christos V. Konstantakopoulos, Cameron O'Reilly",,"Michael Dweck, Gregory Kershaw",Gabriel Rhodes,,"In the endless plains and desolate mountains of Argentina live the so-called gauchos. Cowboys and cowgirls dressed in beautiful uniforms and with an almost spiritual connection to their horses and the land they ride on. They drink, mate, race, gallop and lasso as their ancestors have always done. Out here among cacti and dusty cornfields, the gauchos keep the traditions of the past alive. Gaucho Gaucho is a celebration of a community suspended in time, floating between the past and present, dream and reality.",India Premiere,"U.S. Documentary Special Jury Award for Sound, Sundance Film Festival 2024 I Letterboxd Piazza Grande Award, Locarno International Film Festival 2024","Sundance Film Festival 2024, Locarno International Film Festival 2024, CPH:DOX 2024, Melbourne International Film Festival 2024",GAUCHO GAUCHO - Trailer,"Documentary, Social Impact",Charades,"Gregory Kershaw Bio Image .jpg
Michael Dweck Bio Image .jpg",Gaucho Gaucho,828349_m1729600395.jpeg,https://vimeo.com/1023592368,,,,2024
Docu-Montage,Higher Than Acidic Clouds,Balatar as Abrhaye Acidi,Iran,2024,Persian,70',B&W,Ali Asgari,"Ali Asgari is a prominent figure in international cinema with more than 200 awards to his name. He is an alumnus of Berlinale Talent Campus 2013 and Locarno Summer Academy 2016. His films have been screened at prestigious festivals such as Cannes, Venice and IFFR.","Ali Asgari, Milad Khosravi","Ali Asgari, Ali Shams",Arman Fayaz,Ehsan Vaseghi,"Ali Asgari, Roghayeh Ahmadi, Hajar, Nahid, Zahra","When his film on air pollution in Iran stirs trouble with the authorities, a filmmaker embarks on a turbulent journey through the realms of memory and dream. Ali Asgari’s follow-up to his critically acclaimed Terrestrial Verses (2023) is a hybrid and boundary pushing film that utilizes both documentary and narrative elements in its quest to connect the personal with the political.",Asia Premiere,,International Documentary Film Festival Amsterdam 2024,Higher than Acidic Clouds official Trailer,"Documentary, Hybrids",Seven Springs Pictures,Ali Asgari.jpg,10.jpgg 5.jpg 1.jpg,unavailable,Higher than Acidic Clouds - Presskit .pdfg,,,,2024
Docu-Montage,Mistress Dispeller,,"United States, China",2024,Mandarin,94',Colour,Elizabeth Lo,"Elizabeth holds a BFA from NYU Tisch School of the Arts and an MFA from Stanford University. A filmmaker from Hong Kong, her films have been showcased at festivals such as Sundance, IDFA, SXSW, Tribeca, MoMA, and AFI Fest.","Emma D. Miller, Elizabeth Lo, Maggie Li","Charlotte Munch Bengtsen, Elizabeth Lo",Elizabeth Lo,Charlotte Munch Bengtsen,Wang Zhenxi,"In China, a new industry has emerged devoted to helping couples stay married in the face of infidelity. Wang Zhenxi is part of this growing profession, a “mistress dispeller” who is hired to maintain the bonds of marriage by any means necessary. Offering strikingly intimate access to private dramas usually hidden behind closed doors, Mistress Dispeller explores the ways in which emotion, pragmatism and cultural norms collide to shape romantic relationships in contemporary China.",India Premiere,"Authors Under 40 Award - Best Direction, Venice Film Festival 2024","Venice Film Festival 2024, Toronto International Film Festival 2024, Zurich Film Festival 2024",MISTRESS DISPELLER - Trailer.mp4,"Documentary, Social Impact, Films By Women",The Party Film Sales,DIRECTOR SHOT - Elizabeth Lo Headshot_Photo by Tom Tang 2024.jpgk,Stills,Posters,PressKit (PRESS NOTES).pdf,,,,2024
Docu-Montage,Youth (Hard Times),Qing Chun (ku),"France, Luxembourg, Netherlands",2024,Chinese,226',Colour,Wang Bing,"Wang Bing is a leading figure of the documentary movement that has been gathering vital momentum within Chinese cinema. His work, which spans documentary, fiction, video installation, and shorts, has premiered and won awards at festivals such as Cannes, Venice, Berlin, and Locarno.","Sonia Buchman, Mao Hui, Nicolas R. De La Mothe, Vincent Wang",,"Shan Xiaohui, Song Yang, Ding Bihan, Liu Xianhui, Maeda Yoshitaka, Wang Bing","Dominique Auvray, Xu Bingyuan",,"Youth (Hard Times) is the second chapter of Wang Bing’s monumental opus on the diminished youth of China, who work seemingly endless hours and have traded life for financial exploitation. Here, Wang Bing broadens his exploration of lives in the garment district from the cramped, overcrowded workshops of Zhili to the Yangtze Delta region’s unique and complex economy. Throughout, Wang Bing’s impassive gaze engages us in a tactile experience of life in the workshops, delivering an epic, unsparing — yet devoid of miserabilism — portrait of the indomitable spirit of youth.",India Premiere,"FIPRESCI Prize, Special Mention: Concorso Internazionale, Locarno Film Festival 2024","Locarno Film Festival 2024, Busan International Film Festival 2024, Toronto International Film Festival 2024",YOUTH (HARD TIMES) Trailer,"Documentary, Social Impact, Global Politics, Festival Hits",Pyramide International,Wang Bing.jpg,Youth (Hard Times),unavailable,,,,,2024
Docu-Montage,Youth (Homecoming),Qing Chun (gui),"France, Luxembourg, Netherlands",2024,Chinese,152',Colour,Wang Bing,"Wang Bing is a leading figure of the documentary movement that has been gathering vital momentum within Chinese cinema. His work, which spans documentary, fiction, video installation, and shorts, has premiered and won awards at festivals such as Cannes, Venice, Berlin, and Locarno.","Sonia Buchman, Mao Hui, Nicolas R. De La Mothe, Vincent Wang",,"Liu Xianhui, Song Yang, Ding Bihan, Shan Xiaohui, Maeda Yoshitaka,Wang Bing","Dominique Auvray,Xu Bingyuan",,"Wang Bing concludes his monumental Youth trilogy in expansive fashion, giving ever wider scope to the lives of migrant workers in Zhili’s textile factories. Centered around New Year’s break, when the workers are planning to visit their families in remote hometowns to celebrate the festivities, Homecoming functions as a sweeping portrait of contemporary rural China, incorporating images of tightly packed trains, buses climbing treacherous mountainside roads, and wedding celebrations for workers into its scenes of factory life.",India Premiere,,"Venice Film Festival 2024, Toronto International Film Festival 2024, BFI London Film Festival 2024",https://www.youtube.com/watch?v=-d2VD2Bl8Hc,"Documentary, Social Impact, Global Politics, Festival Hits",Pyramide International,Wang Bing.jpg,Youth (Homecoming),unavailable,,,,,2024
Experimental Films,Animalia Paradoxa,,Chile,2024,Spanish,82',Colour,Niles Atallah,"Niles Atallah is a filmmaker and artist who lives and works in Santiago, Chile. His first feature Lucia (2010) premiered at the San Sebastián Film Festival, and his second feature Rey (2017) won a Special Jury Award in the Tiger Competition at IFFR.",Catalina Vergara,Niles Atallah,Matías Illanes,Mayra Moran,"Andrea Gómez, Daniela Ossa","A tale of metamorphosis of a post-apocalyptic being. Navigating a labyrinth populated by fantastical creatures, an amphibious humanoid searches for water amid the ruins of a fallen world. In this eclectic fantasy of discarded dreams, echoes of an imaginary sea guide this creature towards a new dawn. In Animalia Paradoxa the body becomes a site of experimentation: a meeting point for the avant-garde, animation and performance art.",Asia Premiere,,"International Film Festival Rotterdam 2024, Fantasia Film Festival 2024",Animalia Paradoxa - Trailer,"Avant-garde, Ecology, Hybrids",Compañía de Cine,niles.jpg,Animalia Paradoxa,Press kit,PRESS KIT ANIMALIA 2024 ING_SPAN .pdf,,,,2024
Experimental Films,Eight Postcards from Utopia,Opt Ilustrate Din Lumea Ideală,Romania,2024,Romanian,71',"Colour, B&W","Radu Jude, Christian Ferencz-Flatz","Radu Jude is one of the most prominent figures in contemporary Romanian cinema. His films have been selected for more than 50 international film festivals, and have won awards at top international festivals.
Christian Ferencz-Flatz is a researcher at the Alexandru Dragomir Institute for Philosophy and an associated professor at the National University of Theatre and Film.",Alexandru Teodorescu,"Radu Jude, Christian Ferencz-Flatz",,Cătălin Christuțiu,"Gheorghe Hagi, Sandu Mihai Gruia, Alexandru Bindea","For his new found footage documentary, Radu Jude, the most offbeat of Romanian filmmakers, has taken on an incredible challenge: to expose the psyche of his country through… advertising! Eight Postcards from Utopia collects and reworks hundreds of promotional images produced from the end of the socialist era to the present day. Jude examines Romania’s long transition period as a country newly introduced to contemporary consumer culture and the idea of endless possibilities. Wonderfully playful in form, this is a hilarious, innovative and provocative portrait of a country’s recent history.",India Premiere,,"Locarno International Film Festival 2024, BFI London Film Festival 2024",IDFA 2024 | Trailer | Eight Postcards from Utopia,"Avant-garde, Global Politics, Hybrids",Heretic,"Christian Ferencz-Flatz.jpeg
image001.png",Eight Postcards,Poster_Opt_Ilustrate_EN_LOGOs_240808.png,image001.png,,,,2024
